,Name,Publisher,Description,Total Episodes,URL
829,RadioFee | رادیوفی,RadioFee | رادیوفی,رادیو فی، پادکستی خودمونیه که در هر قسمت از اون به مسائل، مطالب، نکات آموزشی و حواشی بازارهای مالی مثل فارکس، کریپتو، بورس، دلار و طلا و هرجایی که بوی خوش پول در اون به مشام میرسه و ترس و طمع ریشه دوونده، می پردازیم، عالی میشه اگه که همراهمون باشید!,6,https://open.spotify.com/show/4NyWHYrug6VvoMn0UabeZi
830,بفرمایید لطفا,mohamad,در پادکست بفرمایید لطفا قسمتهایی از کتاب کوچه رو باهم می شنویم .  کتاب کوچه دانشنامه‌ی فولکلور زبان فاسی است که توسط احمد شاملو و با همکاری آیدا سرکیسیان، که در چندین جلد تدوین شده‌است. و تا پایان حرف «ح» منتشر شده است. این دایره‌المعارف شامل دسته بندی‌هایی همچون امثال و حکم، بازی و ترانه، باورهای توده، ترکیبات دیگر، تعبیرات مصدری، ترکیبات جمله‌ای و شبه جمله‌ای، نفرین‌ها و دعاها، خوابگزاری‌ها، چیستان‌ها و … می‌باشد.,7,https://open.spotify.com/show/6vwOCz1qg6ZoKishx80boo
831,رادیو گیله شو|Radio Gilesho,Ehsan Bakhshi,پادکستِ رادیو گیله‌شو  قراره در هر قسمت از این پادکست سفری داشته باشیم به استان زیبای گیلان و به هر آنچیزی که به این خطه سرسبز مرتبط میشه بپردازیم,4,https://open.spotify.com/show/5sUa6k93HAfo8rTp8fjFFC
832,Khoresht-e Tech - خورشت تکنولوژی,SBS,"Khoresht-e Tech is a weekly podcast in Persian language about the world of tech. We discuss recently introduced gadgets or devices, the latest technical innovations, even the top viral videos hitting social media. Presented by Peyman Jamali, Executive Producer of SBS Persian and longtime tech nerd. - ""خورشت تکنولوژی"" یک پادکست هفتگی به زبان فارسی است. پادکستی که در آن از گجت ها یا ابزار تکنولوژیکی جدید گرفته تا نوآوری های جدید در جهان فن آوری و یا حتی ویدئوها و اخبار داغ در شبکه های اجتماعی می پردازیم.",153,https://open.spotify.com/show/0pzY5FlawjTQKdzLvRBP09
833,Mosafer / مسافر,Mosafer - مسافر,هر سمت زندگی را که نگاه کنی، قصه‌ای و ماجرایی ساکت نشسته و خیره نگاهت می‌کند. همه اما حوصله‌ی روایت کردنش را ندارند.... بر جاده‌ی زندگی، مسافر روایت‌های خودش را دارد. گاهی از دست نوشته‌های خودش و گاه از قلم دیگران. شاید قصه‌ی شما هم میان کلمات این پادکست پنهان شده باشد.,29,https://open.spotify.com/show/5367Cd4DDCyWDDzIOtgmlO
834,dastan118,dastan118,"Welcome to the dastan118 podcast, where amazing things happen.به پادكست گروه فرهنگي دستان١١٨ خوش اومدين",26,https://open.spotify.com/show/1XMqIizNel1nt14FFWEff3
835,Radio Develop | رادیو دولوپ,Parham Darvishi,رادیو دولوپ یک پادکست تخصصی در زمینه کامپیوتر می‌باشد. هدف این پادکست رسیدن مخاطبان در کمترین زمان ممکن با گویشی فنی،کوتاه،محصول گراست.,2,https://open.spotify.com/show/6WnjJ7ePXzWDL1Q54L3zo1
836,MyMaze,mymazepodcast,من در این پادکست هر دفعه با مطالعه منابع مختلف میرم سراغ پاسخی برای پرسش ها دغدغه های  ذهنی ام و این راه رو با شما به اشتراک میزارم,11,https://open.spotify.com/show/6dTWhxwWm56tWiD095sOQK
837,انیمستان,holy,توی هر پادکست گپ و گفتی درباره یک انیمه میزنیم,2,https://open.spotify.com/show/4huA725EC9iIxQsBHQxwW4
838,آی قصه قصه قصه,جمشید مهتاش,دوستان عزیز این پادکست از قصه هایی که برای دخترم نوشتم و شبها براش خوندم درست شده.امیدوارم بچه های شما هم لذت ببرن.اگه به دلشون نشست به بقیه دوستان هم معرفی کنید.  Cover art photo provided by Katia Zawadzka on Unsplash: https://unsplash.com/@ukatame,2,https://open.spotify.com/show/6hJ1wOdKy4b1I4UIMYiYEx
839,Bémol Podcast|پادکست فارسی بمل,Parhams,هر قسمت پادکست بمل حکم یه پرونده رو داره، پرونده‌ای برای یه آرتیست. اول هر قسمت ما درباره کارنامه کاری یه آرتیست حرف می‌زنیم و مرورش می‌کنیم، در ادامه با مهمون عزیزمون درباره اون آرتیست صحبت می‌کنیم و در آخر هم برای شما پلی‌لیستی از آثار اون آرتیست (که درباره نحوه انتخاب این آثار هم بهتون خواهیم گفت) پخش خواهیم کرد.  اینستاگرام: BemolPodcast تلگرام: BemolPodcast,1,https://open.spotify.com/show/3lhEWrpz8lH9CGtVPYyBep
840,RadioTorqe | رادیو طرقه,Mahdieh Hamidi,"رادیو طرقه , پادکستی برای نگاه کردن به موضوعات از دریچه ادبیات و موسیقی",3,https://open.spotify.com/show/013GNCJvzBMnNPNN6zOF2N
841,TOUCH by Beroozresani,Farzad Abbaspour,پادکست چند رسانه ای تاچ یک رسانه است که اخبار فناوری، فرهنگی، هنری و اجتماعی هفته را مرور می کند و راهکار هایی برای زندگی مدرن در دنیای مجازی را در قالب پادکست های هفتگی ارائه می کند.,37,https://open.spotify.com/show/7vqv2qInzdFG3SaAjJNXZP
842,موزیک ساز,Navid Hamidi,پادکست تخصصی موزیک در مورد آهنگسازی، تنظیم، میکس و مستر,5,https://open.spotify.com/show/0rcCw4FY3Q2SrQpqK5NqLw
843,شکار ایده برای راه اندازی کسب و کار و اختراع,Ali Dehnavi,پادکست اول . چگونه میتوانیم ایده های خلاقانه ای برای شروع کسب و کار خود بدست اوریم ؟ چگونه میتوانیم ایده های نواورانه ای برای اینکه مخترع شویم بدست اوریم ؟ جواب سوالهای شما در این پادکست داده میشه با من همراه باشید تا با هم چند تا راه حل رو مرور کنیم .,1,https://open.spotify.com/show/4giJfhQRiWcsBFSbXA5UuH
844,Sense of Coherence (حسّ انسجام),Dr Mani Monajemi,اين پادكست ١٧ دقيقه اى، راجع به مفهومى به نام حسّ انسجام است، كه در شرايط آسيب زا و تنش زا تاب آورى و قدرت مقابله ى ما با شرايط را افزايش ميدهد. اگر با بحرانى روانى مثل سوگ، بيمارى مزمن، جدايى و… دست و پنجه نرم ميكنيد، اين پادكست را گوش كنيد.,1,https://open.spotify.com/show/0L9LWJEBi58YuDCiwfY4wG
845,اسرار استارتاپی,Startup Secrets,یک پادکست برای نسل جدید رهبران تکنولوژی  اسرار استارتاپی مجموعه ای از کارگاه های آموزشی دانشگاه هاروارد در حوزه کارآفرینی و موفقیت کسب و کار است. در این پادکست درباره مفاهیم بنیادی مثل خلق چشم انداز، ارزش پیشنهادی، توسعه محصول، استخدام، استراتژی جذب سرمایه، ورود به بازار و سایر مفاهیم استارتاپی گفتگو می کنیم.,6,https://open.spotify.com/show/0j3uJWbZbC0ZBiJUfySQ2L
846,ناخن ها💅🏻,Parisan Gheliji,این پادکست در مورد ناخن ها هست، چگونگي نگهداري از آنها و غذاي ناخن در این پادکست توضیح داده شده,1,https://open.spotify.com/show/4VUurBdw7tn2PZLoHoWJ39
847,اسپیکا | Spica,Shahab,پادکست آموزشی اسپیکا، سعی میکنه با ساده‌سازی مفاهیم و موضوعات دنیای امروز سعی کنه تا اون‌هارو طوری بیان کنه که شما بتونید بفهمیدشون و اون‌ها یاد بگیرید.  برای دیدن آموزش‌های ویدیویی و پادکست‌های بیشتر به صورت رایگان، به اپلیکیشن اسپیکا در گوگل‌پلی و یا کافه بازار سر بزنید,4,https://open.spotify.com/show/1ffHy8L34k8A2gt4V8GcZt
848,HipHopSeda,Hirad,پادکست کاملا متعصبانه و غیرکارشناسانه و غیرحرفه‌ای,3,https://open.spotify.com/show/07diqGisXH6HMTVTNeQ7WX
849,Cogito,ایوب نادری,Cagito is a Persian podcast that wants to tell the story of the mind.  پادکست کاگیتو یه پادکست فارسیه که می‌خواد داستان ذهن رو تعریف کنه.,1,https://open.spotify.com/show/0Uh2vK6IhWj4kC4lZ4qKBz
850,گاگالند,Gagaland,این پادکست برای خندیدن شما عزیزان تهیه شده و جنبه طنز داره امیدوارم که از شنیدنش لذت ببرید,10,https://open.spotify.com/show/1Lpk9BBnjDXFqxIZyGSHWL
851,Sepidpodcast,sepide kashani,پادکست هایی که توسط سپیده کاشانی ساخته می شوند. پادکست هایی حول محور دانشگاه شهید بهشتی، جهاد دانشگاهی و علوم مرتبط,4,https://open.spotify.com/show/3Yq3DstoQr8wLS2bdDgdru
852,مستندات,Audio Documentaries,در هر قسمت این پادکست یک مستند صوتی خواهید شنید.,2,https://open.spotify.com/show/4HUpYe9MkDKvGoUkSnpQWB
853,The Dream Café,Alireza Parsanezhad,پادکست کافه رویا یک پادکست انگیزشی و تعاملی است که برای افراد جویای پیشرفت طراحی شده و هدف آن ایجاد فضایی مطلوب برای ارتباط افراد موفق با یکدیگر با هدف پیشرفت حداکثری است. همچنین در بستر هایی مانند اینستاگرام و تلگرام نظرسنجی هایی برای تعیین موضوع اپیزود های بعدی برگزار میشود تا کاملا متناسب با دغدغه های شنوندگان باشد,2,https://open.spotify.com/show/6cuPETfKmgSOZLxlnaA3WP
854,واحه,آتیه جوادی,A Social-Cultural Podcast in Farsi. یک پادکست اجتماعی - فرهنگی به زبان فارسی,3,https://open.spotify.com/show/4FQTSRyFqVx0LwdDGN0w2z
855,خوب زی,khoobzi,اسم پادکست ما خوب زی هست و در اون راهکارهایی ارائه میدیم برای خوب زندگی کردن، تهیه شده توسط تیم ایسنج,9,https://open.spotify.com/show/39QeYaK64AOimfxbcGizwZ
856,Rouyesh,Farimah,پادکستِ رویِش، جاییست برای والدینی که پا به پای کودکانشان رشد می‌کنند. والدینی که علیرغم تمام ناملایمات زندگی می‌کوشند دقایقی زمان سرمایه‌گذاری کنند برای فرا گرفتن شگردهای تربیتی.اینجا تلاش میکنیم خلاصه‌ای از کتابهایی با محوریت فرزندپروری و والدگری، و بازخورد والدین نسبت به آنها را ارائه کنیم تا شاید والدینی که زمان کمتری برای مطالعه دارند بتوانند راحت‌تر کتاب‌های مورد علاقه خود را انتخاب کرده و مطالعه نمایند.قدردان همراهی شما هستیم,2,https://open.spotify.com/show/4a1VPOuVJAZuDJgZ4QTYs5
857,رادیو آسمان,shiva gholamian,در هر اپیزود از این پادکست سفری خواهیم داشت به فرهنگ و هنر یک کشور از جهان ،با نویسنده ها ،موسیقی دان ها؛ شعرا و فیلمسازان اون کشور آشنا میشیم و نگاهی هم به آثارشون میندازیم...در واقع این رادیو ، یک مجله گفتاری و شنیداری ست...,2,https://open.spotify.com/show/4gohMz4V3ZalKDXsY0wbRR
858,پادکست,ایمان هاشم آباد,😋😋😋😙😁,6,https://open.spotify.com/show/4SB6O7Is8x9Zo2UOmp0MK8
859,رادیو‌ وو/Radiovoo,Ali Hesam,تست پادکست,3,https://open.spotify.com/show/2QN9xq94dxdHPMSZ8z9x4B
860,PargarPodcast,Fatemeh Ahmadi,پادکستی برای کنکوری‌ها,7,https://open.spotify.com/show/5qoDEe9Oz8dTdSMpYYZflH
861,Love Stories in Persian Literature داستانهای عاشقانه ادبیات فارسی,Radio Iranshahr,خلاصه ای از داستانهای عاشقانه کهن در ادبیات فارسی پادکستی از رادیو ایرانشهر,7,https://open.spotify.com/show/5PNjPL12Mm7v1TWszHxvdu
862,پادکست نوروز ۱۳۹۸ : روز نو ٬ شعر کهن,PersianBMS,روز نو شعر کهن برنامه‌ای بسیار کوتاه است که شروع‌کننده‌ ویژه‌برنامه‌‌های رادیو پیام دوست به مناسبت نوروز است.,5,https://open.spotify.com/show/1Wl5GRMPvYeykBjZHTiKUY
863,آخرین پاییز,Mohammad Mahdi Mousavi,سری پادکست های آخرین پاییز قرن,3,https://open.spotify.com/show/1a1u9eeHFO2efNeIpf3r2u
864,A CUP OF TEA,Parham Kalantari,پادکست فارسی یک فنجان چای,8,https://open.spotify.com/show/067Kvx7fqRwD7b200ZNARp
865,Mugcast - ماگ کست,Mugcast,🎧 ماگ‌کست ☕️ جایی برای شنیدن داستان‌ها و تجربه‌های افراد در حوزه دانشگاه است ما در ماگ کست به سراغ دانشجویان، اساتید، فرهیختگان و ... می‌رویم و درباره مسائل و دغدغه‌های روز و اساسی دانشجویان می‌پردازیم. اگر شما هم می‌خواهید درباره مسائل مهاجرت تحصیلی، ادامه تحصیل، راه‌اندازی کسب و کار و... بیشتر بدانید، ماگ کست را دنبال کنید  ماگ کست؛ پادکست استادیفای است که به در حوزه دانشگاه فعالیت دارد. برای اطلاعات بیشتر سایت و سوشال مدیا ما رو دنبال کنید  https://ostadify.com https://instagram.com/ostadify/,3,https://open.spotify.com/show/0eGqZCWm2emLD95WVXaduj
866,کِـی‌پـاد | KeyPod,AmirKabir,اولین پادکست فارسی با محوریت رپ فارس | بهمراه آموزش رایگان صفر تا صد رپ کردن در کارگاه آموزشی هیپ هاپ,3,https://open.spotify.com/show/5HsEmDiTvyxuuGPInTdgX6
867,Androvega27,Leo,پادکست نور. بیاین ارتعاش این کره ی خاکی رو بالا ببریم,4,https://open.spotify.com/show/6PcAL6jGGAN8swVgFBRDN8
868,Porz | پرز,Mahdi Saebi,پادکست پُرز | درباره هنر، ادبیات و بقیه چیزها,12,https://open.spotify.com/show/56Dn0n8D5p7U7nQ5PXkVUF
869,RADONO,RADONO,در این پادکست، ما در مورد همه چیز صحبت میکنیم.,1,https://open.spotify.com/show/5naDxcTPbLEEEmAcJwqxk8
870,Asoothe | آسوده,Araz Pourvatan,Life is an experiment. Here the experience is of sound. زندگی یک تجربه است، اینجا تجربه از جنس صداست  Please use your headphones 🎧 لطفاً از هدفون استفاده کنید 🎧 ____ آسوده پادکستی هست که ما در هر اپیزودش شما رو می بریم به یک سفر شنیداری.  در هیچ یک از اپیزودها گپ و گفتی وجود ندارد و شما با یک جهان صوتی روبرو هستید.   اپیزودهای پادکست آسوده به دو بخش آسوده و آسوده‌پلاس تقسیم میشوند:  اپیزودهای آسوده مانند یک داستان صوتی است که در اون ما تلاش می کنیم از طریق صدا یک تجربه کاملا منحصربفرد داشته باشیم. اپیزودهای آسوده‌پلاس نیز برای امور خاص مانند خواب، مطالعه، تمرکز در کار، مدیتیشن یا مراقبه، کاهش استرس و اضطراب و یا افزایش آرامش طراحی شده اند.  ما در تولید پادکست آسوده از تکنولوژی های نفوذ در امواج مغز استفاده می‌کنیم. لذا، دریافت نتیجه مطلوب بهتر هست از هدفون استفاده کنید.,3,https://open.spotify.com/show/2HGdWKcdo6Sj32wnLLKaxA
871,KOOCH Podcast - پادکست فارسی کوچ,Dorna,پادکست فارسی زبان کوچ,5,https://open.spotify.com/show/1flOMKPQEMmq7QQ7RDFrvX
872,Radio Box | رادیو باکس ,Ali Bameri,Crossfit Box Podcast  رادیو باکس پادکست تخصصی کراسفیت، هدف این پادکست معرفی رشته کراسفیت برای علاقه مندان و پیگیر اخبار این رشته ورزشی آدرس اینستاگرام ما  https://instagram.com/radiobox_podcast,11,https://open.spotify.com/show/4aMAmctFlI8HTdxWowFwnx
873,Green Gate دریچه سبز,Radio Iranshahr,تکنیک های تقویت مهارتهای فردی و اجتماعی پادکستی از رادیو ایرانشهر,25,https://open.spotify.com/show/2mANdOL1A77LbPMsoLjY8Z
874,دلنوشته‌های غلام برای دخترانش,Gholamreza Aminian,تمامی شعرها توسط غلامرضا امینیان، متخلص به غلام، سروده و دکلمه می‌شوند. بعضی از شعرها به زبان پارسی، بعضی به زبان آذری و بعضی به انگلیسی می‌باشند. امیدوارم این مجموعه پادکست مورد پسند دوستداران شعر و ادبیات قرار بگیرد. تمامی حقوق آثار متعلق به شاعر می‌باشد  © Copyright All rights reserved for author Gholamreza Aminian.,30,https://open.spotify.com/show/7vZQZezagtd3q1EtVZ3CBs
875,Radio Delshodegan رادیو دلشدگان,Radio Delshodegan,پادکستی روایت محور درمورد روابط عاشقانه و هرآنچه به آن مربوط می‌شود.,5,https://open.spotify.com/show/7xWAmTWQDbHaqq7B0FspGy
876,RadiOrchid | رادیو ارکید,Azadeh Rahimi,رادیو ارکید، پادکستی که توش درمورد سلامت روان حرف می زنیم  همه‌یِ ما آدم‌ها تو زندگیمون احساسات ناخوشایندی رو تجربه کرده‌ایم. مثل افسردگی، اضطراب، ترس، حمله ی عصبی، خشم و از این دست احساسات. واقعیت اینه که، مدیریت بعضی از این احساسات، در عمل میتونه خیلی سخت باشه. در پادکست رادیو ارکید به راه حل‌هایِ عملی برای کنترل سلامت روان می‌پردازیم، و با روش‌هایی آشنا میشیم که بتونیم در شرایط مختلف، افکار، احساسات و رفتارهای ناخواسته‌مون رو شناسایی و مدیریت کنیم,5,https://open.spotify.com/show/2XOZLijYiirkLIV6QNlGtU
877,کتابنوش,peyman khanzadeh,در این پادکست سعی شده است خلاصه ای از کتب تاریخی و یا زندگی شخصیت های مشهور جهان با کلامی ساده و امروزی به شما عزیزان تقدیم می شود . این پادکست هر پانزده روز خلاصه ای از چند صفحه یا چند فصل هر کتاب را منتشر خواهد کرد .,1,https://open.spotify.com/show/41k2LIkLm0Bl6u6AtkoihQ
878,چرا و چگونه های پهلوی اول ,Rosha,در این پادکست ما دوره پهلوی اول را از دیدگاه سیاسی اقتصادی و هنری برسی می کنیم. این پادکست کاری است از شیدا فاطمی زاده و روشا پروند از مدرسه خرد,1,https://open.spotify.com/show/6vIDkXjyVzZc0I8HfUWjDf
879,Radcast,Mohammadreza Rad,من محمدرضا راد در رادکست در مورد سرمایه گذاری های نوین با شما صحبت میکنم که شامل ارز های دیجیتال و فارکس است. من در اپیزود های رادکست از روی نقشه آموزشی به ترتیب شما رو با مفاهیم این بازار ها آشنا می‌کنم و بهتون یاد میدم چطور یک سرمایه گذاری موفق در این بازار ها داشته باشید . و در اپیزود های رادکست پلاس در مورد یک موضوع خاص بصورت کوتاه صحبت می‌کنم تا هم روند پادکست ادامه داشته باشه هم شما از یک موضوع مهم در حال اتفاق جا نمانید .  شما میتونید از طریق سایت واینستاگرام ما در جریان جدید ترین آموزش ها و فرصت های این بازار های مهم باشید radin.trade  www.instagram.com/radin_trade/,7,https://open.spotify.com/show/3qdc6YP1unSPJITrHNr9W2
880,حل مشکلات ارتباطی ,دکتر معماری,میزبان این پادکست دکتر معماری روانشناس و نویسنده 24 عنوان کتاب در حوزه ارتباطات عاطفی و خانوادگی هستند.  دکتر هادی معماری در این پادکست درباره مسائلی صحبت میکنند که کمتر به اون پرداخته شده تا شما بتونید ارتباط باکیفیتی با اعضای خانواده و در زندگی زناشویی داشته باشید.  شک نکنید ارتباط همه چیز است,8,https://open.spotify.com/show/4QRVAeVLZyCL3whRM5Nv44
881,JIRJIR's podcast,Amir Khojir,من امیر خجیرمتولد تهران و ساکن مونترال مهمان شما هستم با خوانشی از روزمرگی های خودم در پادکست جیرجیر,17,https://open.spotify.com/show/1tKgF7RdnDnDSbQADPxw4J
882,RadioAbadan,RadioAbadan,پادکست صوتی و تصویری «رادیو آبادان» در«ایران‌وایر» به مشکلات اقتصادی، سیاسی، ورزشی و فرهنگی درشبه‌جزیره آبادان و ایران می‌پردازد.,14,https://open.spotify.com/show/38o3UoBbjT95HHG5Iivtg0
883,کافه کست | CAFÉ CAST,mohammadreza rajailrad,یه پادکست برای طراحان گرافیک,3,https://open.spotify.com/show/0rJg18pjn8inJvBafbhQpP
884,Ketaboona,MAXIRI,پادکستی براهمه,2,https://open.spotify.com/show/0ncqOIC6j9s3YG4jcZu7Vj
885,مهران صادقی,Mehran Sadeghi,پادکست من,3,https://open.spotify.com/show/12HbuQ8omMnUTAyJSrKNeA
886, با سمیرو,سمیرااسکندری,در این پادکست سعی میکنیم اندکی حال خوب بشنویم گاهی با شعر گاهی با قصه و گاهی با دل نوشته ها.,1,https://open.spotify.com/show/1CE37KX2qhPEIVNStKMEuy
887,ilola,Eman Amini,پادکست ایلولا یه مونولاگ از نوشته‌های ایلولاست برای اونایی که حس خوندن ندارن یا از شنیدن بیشتر از خوندن خوششون میاد,27,https://open.spotify.com/show/74217Gli9zrCD0aiHi2Ozp
888,سوم ژانویه,یزدان عباسی، پرهام لیلیان، افشین حیدرپور,در این پادکست با محیطی تعاملی وباز به زبان ساده در مورد مفاهیم و کاربرد های بلاکچین صحبت میکنیم.,23,https://open.spotify.com/show/5RSD2QX6bzIODwgjytRcz1
889,تحلیل سهام صبا و شستا,Hossien Mazandarani,پادکست شماره 1,1,https://open.spotify.com/show/3Up6J9tVmec4IoSzM97FGH
890,پادکست اکولایزر/Equalizer,Sohrab Karamroudi,اکولایزر، پادکست تخصصی میکس و مسترینگ است که به ترجمه ی کتاب the mixing engineer's handbook می پردازد.برای آشنایی بیشتر با کتاب،اپیزود صفر را گوش بدید. محصولی از استودیو آجری آرت Instagram/ajoriart,5,https://open.spotify.com/show/7aOOZ8ItWP6KTbnkHnUXAb
891,دنیای بازی,DBazi,پادکست دنیای بازی یا دیبازیکست، آیتمی هفتگی با میزبانی نوید غلامی و با حضور مهمانان مختلف است که به بررسی آخرین‌های دنیای گیم و سرگرمی می‌پردازد و پذیرای افراد مختلفی از صنعت گیم، سینما و سرگرمی ایران است. در توییتر و اینستاگرام می‌توانید با هشتگ‌های #dbazicast و #dbazinews و #دیبازیکست همراهمان باشید. وبسایت دنیای بازی: www.DBazi.com شبکه‌های اجتماعی دنیای بازی : کانال تلگرام دنیای بازی: https://t.me/dbazinews اینستاگرام دنیای بازی: http://i.instagram.com/dbazinews توییتر دنیای بازی: https://twitter.com/dbazinews?lang=en آپارات دنیای بازی: http://www.aparat.com/dbazinews,16,https://open.spotify.com/show/58wZO30vmD6cJtLPPiGQfd
892,Delshode,Nikan Nikan,پادکست هایی از سراسر جهان,3,https://open.spotify.com/show/3jQUMOuchJiErrP3003zG1
893,ماسکوپلو|Maskopolo,hasan ghafele,"حالا که ""ماسک"" به صورتمونه و فعلا از سفر و ""مارکوپلو"" بازی خبری نیست، این پادکست رو ساختیم تا لااقل بتونیم دیدنی های ایران رو بشنویم",2,https://open.spotify.com/show/3RRZqqJaOnG5EdQoAK5Grt
894,نکات ویژه تنظیم خواب کنکوی ها,majid azarkish,تنظیم خواب و داشتن خواب خوب دغدغه خیلی از دانش آموزان و دانشجویان به خصوص کنکوری هاست! در این پادکست تمام نکات ضروری برای داشتن خواب بهتر و با کیفیت تر گفته شده تا بتوانیم از خواب انرژی بیشتری دریافت کنیم و همچنین از بی خوابی و دیر بیدار شدن صبح هم نجات پیدا کنیم. در این پادکست در مورد مطالب زیر نکات مهمی برا داشتن خواب کافی و راحت گفته شده.,1,https://open.spotify.com/show/3X0f3NmEFRluxSzkDjlmXd
895,کنکوری,کنکوری,کنکوری هستی و تا الان شروع نکردی؟ دنبال یه شروعی؟یا خوب نخوندی؟ یا هنوز نتونستی حرفه ای و درست مطالعه کنی و ساعت مطالعه ات کمه؟ تو این سری از پادکست ها راجع به این که چطوری یه مطالعه گر حرفه ای و کنکوری بشین صحبت میکنیم و تو این پادکست راجع به این که چطوری کاری که برامون شروع کنیم به انجام,2,https://open.spotify.com/show/0MWbhj0mK1hU8doLPN2QTT
896,meditative mind,Hootan Alaei,پادکستی پیرامون الهیات از منظر الهیات اصلاح شده,2,https://open.spotify.com/show/59rqbavwxCvH3ilxgzGdHm
897,طعم نقد,Tame Naghd,پادکست‌های گروه هنری طعم نقد | مبانی سینما، تاریخ سینما، نقد فیلم | میزبان: محسن بدرقه,41,https://open.spotify.com/show/6RyZfH8ZtVOQn54bFcYqiA
898,فیلوسوفیا,Nebesht Media,درباره عشق و فلسفه. پادکستی از مهدی خلجی,1,https://open.spotify.com/show/3NqBe0En38QE0SFGIk1jBf
899,(Radio Khatereh) رادیو خاطره,رادیو خاطره,در این پادکست ما یک گلچین مفرح از حکایات شیرین، شعرهای طنز، آهنگ های خاطره انگیز و داستان دنباله دار داریم. این برنامه از عید سال 99 و در ایام قرنطینه آغاز شد. فصل اول هفت قسمت داره. و داستان دنباله دار آن، کباب غاز محمدعلی جمالزاده است. فصل دوم 12قسمت خواهد داشت که تاکنون 3 قسمت پخش شده و شامل بخش های با طلا باید نوشت، حکایات، خروس لاری، کژواژه و داستان هفت پیکر نظامی است که به صورت دنباله دار پخش می‌شود. هدف ما از ساخت این برنامه ایجاد لحظاتی خوش برای شما است.,27,https://open.spotify.com/show/7cNrYm2OI0MREp62BPq02d
900,ravanpodcast ,Ravanpodcast ,در روان پادکست صحنه ای پیدا کردیم که بتونیم دغدغه هامون و نظرات متخصصان رو در مورد موضوعات درون فردی، بین فردی و جهان پیرامون با شما در میان بگذاریم.,27,https://open.spotify.com/show/7paTqUUTpUI32QY49swfqO
901,پروژه,sajad amiri,پادکست پروژه صرفا جهت آشنایی با پروژه های عمرانی منتشر میشود، سعی در آن داریم که اطلاعات مختصری به کارشناسان که قصد ورود به پروژه ها را دارند بدهیم.,5,https://open.spotify.com/show/3o17mil8rFXJnuvsquWIky
902,Channel K,Alireza,In this channel you can find audio books and discussions about books and authors in Persian (Farsi)به پادکست خودتون خوش آمدید. در این کانال ما در مورد کتاب ها و نویسندگان مختلف صحبت خواهیم کرد و در ضمن به مرور کتاب های صوتی مختلفی رو در کانال قرار میدهیم.,1,https://open.spotify.com/show/1jf03Chg7DivxqeTGWgvxi
903, رادیو طراح ,رادیو طراح,مجله شنیداری طراحان رادیو طراح تولید کننده پادکست برای زندگی بهتر هنرمندان,4,https://open.spotify.com/show/2XLlssc3BTrl3ufkXL2uEO
904,سی مار,سی مار,پادکست سی مار مربوط به انجمن آموزش پزشکی دانشگاه علوم پزشکی ایران هست ما در این گروه قراره داستان یه سری کیس های پزشکی رو بگیم و اون ها رو بررسی کنیم:),7,https://open.spotify.com/show/6wMfX2yzTURvUYK1zCORkc
905,آوالوگ,آوالوگ,"آوالوگ یک پروژه شخصی و حاصل درهم آمیختن آواز و دیالوگ است @poliver-ensemble کاری از گروه پلیور  لطفا قبل از استفاده از این قطعات در ""آثار صوتی"" و ""پادکست‌ها"" به ما اطلاع بدید  آوالوگ در اپلیکیشن‌های پادکست هم در دسترس است  |فصل اول - عاشقانه‌های سینما| شماره یک - تو را دوست دارم شماره دو - چو پیراهن شوم آسوده خاطر شماره سه - با همه غم‌ها می‌گُذرم شماره چهار - شِکوِه‌هایی در غمِ هجرانِ تو . . . - شماره پنج",4,https://open.spotify.com/show/2EXuEmLvMX39dAXtXDeuHQ
906,محرمانه,Mohammad Shekari,پادکست محرمانه قصد داره اتفاقات و گفتگوهایی که ندیده و نشنیده می مونن، ثبت کنه و با دیگران به اشتراک بذاره. من محمد شکاری، گفته ها و شنیده های خودم رو با شما به اشتراک میذارم.,5,https://open.spotify.com/show/0a8927dF9tSG8zPNuGjMu9
907,رادیو آروند Arvand radio,Arvand,دراین پادکست با آروند همراه بشید ، به همه جا سرک بکشید و هر چیزی که آروند یاد میگیره ، شما هم یاد بگیرید . 🦖🦕📚🖍🔭⚽️🍕🍗🪐🦈,4,https://open.spotify.com/show/4G54QANlccOduzuac0hf9n
908,دکتر زهرایی,دکتر سیدامیرحسین زهرائی,من ، سیدامیرحسین زهرایی دانشجوی دکترای دامپزشکی با ساخت پادکست هایی از رفرنس های معتبر دامپزشکی ، سعی در تولید محتوای علمی در این زمینه را دارم تا دامپزشکان سرزمینم ، ایران بر علم خود بیافزایند .,6,https://open.spotify.com/show/4NYLWpyClAGMdwt6Se94YK
909,خرس‌های گریزلی مقیم اینجا,residentgrizzly,پادکست فارسی خرس‌های گریزلی مقیم اینجا,4,https://open.spotify.com/show/5CykGKxk470fy66kXvDqpu
910,کلاسیک های جهان ,Pardis Tajfar,پادکستی از کتاب های زیبای کلاسیک جهان به قلم نویسندگان بزرگ  گوینده: پردیس تاجفر,2,https://open.spotify.com/show/4IR7rHbHyPwPK9IbL2ii1q
